ID,y
1,79.53727722167969
2,90.37359619140625
3,78.07158660888672
4,76.78396606445312
5,95.15211486816406
8,88.64753723144531
10,101.81326293945312
11,91.29896545410156
12,115.155517578125
14,86.99458312988281
15,115.18585968017578
16,106.36200714111328
17,96.16311645507812
19,87.96178436279297
20,106.78394317626953
21,95.19229888916016
22,115.94384765625
23,96.62908935546875
26,93.28384399414062
28,90.8277816772461
29,96.62908935546875
33,96.62908935546875
35,93.21387481689453
41,97.16309356689453
42,89.35269165039062
43,117.6536865234375
45,109.38211822509766
46,100.5701675415039
51,92.23114776611328
53,81.88668060302734
55,108.36807250976562
56,91.82765197753906
57,101.33353424072266
58,90.70249938964844
59,102.8687744140625
63,103.77896118164062
64,92.0164794921875
65,106.63489532470703
69,89.93578338623047
71,95.3975601196289
72,99.8166275024414
73,86.76001739501953
76,102.2874755859375
77,103.1688232421875
78,111.172607421875
82,89.5960693359375
83,106.63489532470703
84,94.25700378417969
85,103.8926010131836
87,107.00439453125
88,97.16309356689453
89,105.62116241455078
91,91.80425262451172
93,93.81925964355469
94,102.85366821289062
95,92.16206359863281
96,105.61319732666016
97,90.58692932128906
98,106.94925689697266
99,92.60673522949219
101,104.93717956542969
103,105.62116241455078
104,88.49151611328125
105,108.11923217773438
110,95.19091796875
111,100.8971939086914
113,104.83838653564453
114,88.8252182006836
115,107.29259490966797
117,105.62116241455078
120,87.97642517089844
121,107.2212142944336
122,91.23336029052734
123,104.40449523925781
126,108.85186004638672
132,104.00155639648438
135,104.91500854492188
137,102.86170959472656
138,89.45915985107422
140,92.47268676757812
142,106.21434020996094
144,107.25898742675781
148,85.98417663574219
149,107.60108947753906
155,94.73043823242188
156,108.06242370605469
157,90.58692932128906
162,108.3130111694336
163,94.13233947753906
167,86.95777130126953
172,117.6536865234375
179,106.43144989013672
180,91.88046264648438
181,100.84716033935547
182,89.84426879882812
183,105.62116241455078
185,105.62116241455078
187,105.96843719482422
188,87.64984893798828
189,91.31844329833984
191,86.17008972167969
192,111.78700256347656
193,92.51348876953125
194,107.25559997558594
195,84.5555191040039
196,106.41036987304688
198,95.34693908691406
199,107.85894775390625
201,106.07670593261719
204,91.45738983154297
205,106.6026382446289
206,90.7671127319336
210,92.01077270507812
211,104.93717956542969
216,106.74006652832031
219,115.54080963134766
220,90.82368469238281
221,107.0867919921875
226,100.84716033935547
227,85.96870422363281
228,105.96394348144531
230,105.11509704589844
231,90.58692932128906
235,116.9438247680664
236,89.03897857666016
238,106.40821075439453
242,103.77472686767578
243,92.51085662841797
244,77.85350036621094
245,108.34770965576172
247,107.17472839355469
248,88.45771026611328
249,89.26408386230469
250,107.3381576538086
251,89.03897857666016
253,116.9438247680664
254,86.94583129882812
256,91.96208190917969
257,88.352294921875
258,107.22767639160156
259,92.07286834716797
262,82.57342529296875
266,93.52253723144531
267,105.24484252929688
272,104.9200668334961
273,105.62116241455078
275,91.70411682128906
276,116.81646728515625
279,88.21485137939453
280,106.63489532470703
283,89.02568817138672
285,108.61676788330078
288,105.62116241455078
289,91.05306243896484
290,105.70530700683594
291,89.31069946289062
292,104.79389190673828
293,106.94486999511719
296,92.26950073242188
297,105.40120697021484
298,112.49414825439453
299,89.08258056640625
304,86.7662582397461
305,77.60395812988281
306,93.3307876586914
307,102.27987670898438
311,117.65345001220703
313,102.168701171875
314,86.16537475585938
316,89.15918731689453
324,87.3739013671875
